Player,Decade,URL,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
Neil Paynter,1990s,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bermuda.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etienne Hajason Rasoanaivo,1990s,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudirman,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avelino Salvador Maluana,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Holsen,1990s,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limberg GutiÇ¸rrez,1990s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Arce,1990s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uche Okechukwu,1990s,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BÇ¬lent Korkmaz,1990s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Vieri,1990s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto AcuÇña,1990s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Giggs,1990s,https://en.m.wikipedia.org/wiki/File:Flag_of_Wales.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos Espinoza,1990s,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bledar Kola,1990s,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RÇ§nar Kristinsson,1990s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masayuki Okano,1990s,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Harry,1990s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liuai Duguga,1990s,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Fiji.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thierry Henry,1990s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitalis Takawira,1990s,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustapha Hadji,1990s,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoran Bo­kovski,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_North_Macedonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hussam Fawzi,1990s,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasan SalihamidóiŽ?,1990s,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bosnia_and_Herzegovina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Eggen,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Astrada,1990s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Kostadinov,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter van Vossen,1990s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauricio Serna,1990s,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirsad HibiŽ?,1990s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FranÇõois AmÇ¸gasse,1990s,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teuvo Moilanen,1990s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zinedine Zidane,1990s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Tenorio,1990s,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhao Faqing,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_the_People%27s_Republic_of_China.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milenko AŽimoviŽ,1990s,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liombi Essende,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_the_Democratic_Republic_of_the_Congo.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uladzimir Makowski,1990s,https://upload.wikimedia.org/wikipedia/commons/8/85/Flag_of_Belarus.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir Soria,1990s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Melville,1990s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Manuel Co,1990s,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Guinea-Bissau.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Elangovan,1990s,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roly Paniagua,1990s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motohiro Yamaguchi,1990s,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammar Rihawi,1990s,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archil Arveladze,1990s,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srgjan Zaharievski,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_North_Macedonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar Barro,1990s,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Burkina_Faso.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Lota,1990s,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HÇôrÇøur BjÇôrgvin MagnÇ§sson,1990s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saffet AkyÇ¬z,1990s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre¸ Luiz Moreira,1990s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoaquÇðn del Olmo,1990s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valery Ondo,1990s,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdullah Wabran,1990s,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultan Bakhit Al-Kuwari,1990s,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmitri Cheryshev,1990s,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costas Costa,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dzintars SproŽœis,1990s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mal Donaghy,1990s,https://en.wikipedia.org/wiki/File:Flag_of_the_United_Kingdom.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marzouk Al-Otaibi,1990s,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramiro Castillo,1990s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbuleya Tondelva,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_the_Democratic_Republic_of_the_Congo.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary McAllister,1990s,https://en.wikipedia.org/wiki/St._Andrew%27s_Cross#/media/File:Flag_of_Scotland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabil Al-Siyabi,1990s,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Aquino,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Çngel BenÇðtez,1990s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RÇünald Gonzalez Brenes,1990s,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr Kachuro,1990s,https://upload.wikimedia.org/wikipedia/commons/8/85/Flag_of_Belarus.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reginal Garo,1990s,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Vanuatu.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse Tchami,1990s,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Cameroon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdes Pasolini,1990s,https://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_San_Marino.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Amodio,1990s,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose¸ Orlando Semedo,1990s,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Suominen,1990s,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said Rokbi,1990s,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adolfo Aldana,1990s,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LÇ­szlÇü Klausz,1990s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solome Pita,1990s,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Fiji.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marios Agathokleous,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasilis Dimitriadis,1990s,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandr Korzanov,1990s,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VÇ­clav NŽ?meŽek,1990s,https://en.wikipedia.org/wiki/File:Flag_of_Czechoslovakia.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Waiwai,1990s,https://upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Papua_New_Guinea.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrique Alfaro Rojas,1990s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdeljalil Hadda,1990s,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose¸ Emilio Amavisca,1990s,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Marie Mbuyi,1990s,https://upload.wikimedia.org/wikipedia/commons/5/50/Flag_of_Burundi.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OgÇ¬n TemizkanoŽ?lu,1990s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Junior Palusami,1990s,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Samoa.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassan Ayoub,1990s,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaidotas ÿlekys,1990s,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Hinds,1990s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octavio Mora,1990s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Zoricich,1990s,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ç?tienne N'tsunda,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_the_Democratic_Republic_of_the_Congo.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Townsend,1990s,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EiÇøur GuÇøjohnsen,1990s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modestus Haas,1990s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Joseph,1990s,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Ming,1990s,https://commons.wikimedia.org/wiki/File:Flag_of_the_People%27s_Republic_of_China.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morten Wieghorst,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto JimÇ¸nez,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soumaila TraorÇ¸,1990s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario StaniŽ?,1990s,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Mousavi,1990s,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slavi­a JokanoviŽ?,1990s,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kang Chul,1990s,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Pierre Fiala,1990s,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Cameroon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RamÇün Medina Bello,1990s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serhii Rebrov,1990s,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehmet Scholl,1990s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge BolaÇño,1990s,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Calderwood,1990s,https://en.wikipedia.org/wiki/St._Andrew%27s_Cross#/media/File:Flag_of_Scotland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Sardina,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Amaru,1990s,https://en.m.wikipedia.org/wiki/File:Flag_of_French_Polynesia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pep Guardiola,1990s,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PÇ¾l Lydersen,1990s,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Estrada,1990s,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson PeÇña,1990s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JÇüzsef Szalma,1990s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergey Lebedev,1990s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Lennon,1990s,https://en.wikipedia.org/wiki/File:Flag_of_the_United_Kingdom.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recep Ç?etin,1990s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Viduka,1990s,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose¸ Oscar Herrera,1990s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre¸s Escobar,1990s,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Sawu,1990s,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djima OyawolÇ¸,1990s,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassouneh Al-Sheikh,1990s,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badr Haji,1990s,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Ouseb,1990s,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdukahhor Marifaliev,1990s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis MarÇðn Murillo,1990s,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
